name,lastModifiedDate,trackName,artistName,albumName,trackUri,episode,localTrack,addedDate
morning☕️,2022-08-01,Rehab,Amy Winehouse,Frank & Back To Black,spotify:track:1bGQ57jxWpqBWMMw1X9ni7,,,2018-04-29
morning☕️,2022-08-01,Rain,The Script,Freedom Child,spotify:track:2QWP8NYYplOqEFBYGCcq0S,,,2018-07-25
morning☕️,2022-08-01,Human,Rag'n'Bone Man,Human (Deluxe),spotify:track:58zsLZPvfflaiIbNWoA22O,,,2018-07-25
morning☕️,2022-08-01,Stay With Me,Sam Smith,In The Lonely Hour,spotify:track:2whoe0pPKh4JRn6eWSIqTV,,,2018-07-25
morning☕️,2022-08-01,Body - Late Nite Version,Loud Luxury,Body,spotify:track:21co5zlBpH31QEEphGb0Rb,,,2018-07-25
morning☕️,2022-08-01,You Will Never Know,Imany,The Shape of a Broken Heart,spotify:track:2u5El6OzYZDwVM4hq0QJUa,,,2018-07-25
morning☕️,2022-08-01,Don't Be so Shy (Work in Progress),Imany,Sous les jupes des filles (Bande originale du film),spotify:track:2ereZDAfd4dyKIjwIQSKO4,,,2018-07-25
morning☕️,2022-08-01,Let Me Down Slowly,Alec Benjamin,Let Me Down Slowly,spotify:track:2uaiyLKnYvazyfR0Ky3Kbk,,,2018-07-25
morning☕️,2022-08-01,Save Me,Kadebostany,Monumental,spotify:track:3EjC6cehA4UQXuevFaZSkB,,,2018-07-25
morning☕️,2022-08-01,Four Seasons In One Day,Crowded House,Woodface,spotify:track:7sDHD9tCtnPqGNTRHy0kSR,,,2018-07-25
morning☕️,2022-08-01,I'll Fight,Wilco,Wilco (The Album),spotify:track:1a4J4Oc2f2aQ8v75x5Izdx,,,2018-07-25
morning☕️,2022-08-01,Castle In The Snow,The Avener,The Wanderings Of The Avener,spotify:track:2e1WR9PYEAyuu9k5hNHHI1,,,2018-07-25
morning☕️,2022-08-01,Capital Letters,Hailee Steinfeld,Fifty Shades Freed,spotify:track:6l0Ky2PycJV1Bz88kFeVGL,,,2018-07-25
morning☕️,2022-08-01,The Same Things,Jamie Cullum,Momentum,spotify:track:7DBzJMXlSDCLJwdZq7oSyt,,,2018-10-11
morning☕️,2022-08-01,Fear Nothing,Selah Sue,Reason,spotify:track:40AoYTi09iWcmV6Yg7VQHQ,,,2018-10-11
morning☕️,2022-08-01,We Can,James Morrison,Higher Than Here,spotify:track:7oPP58YGFX5pR3iv07K819,,,2018-10-11
morning☕️,2022-08-01,Save Your Soul,Jamie Cullum,Momentum,spotify:track:1yTERoBhsybgCD50sVduiL,,,2018-10-11
morning☕️,2022-08-01,Fais comme l'oiseau - Love Michel Fugain,Ben L'Oncle Soul,Chante la vie chante (Love Michel Fugain),spotify:track:1edNNqIi0M0VbKncaFJsF1,,,2018-10-11
morning☕️,2022-08-01,Phantoms and Friends,Old Man Canyon,Phantoms & Friends,spotify:track:71gR0M399Zl2VGcxpm68dd,,,2018-12-06
morning☕️,2022-08-01,Why'd You Only Call Me When You're High?,Arctic Monkeys,AM,spotify:track:086myS9r57YsLbJpU0TgK9,,,2018-12-06
morning☕️,2022-08-01,Drop The Game,Flume,"TheSoundYouNeed, Vol. 1",spotify:track:765sQC7Bazh6ZeuWiB4vVK,,,2018-12-06
morning☕️,2022-08-01,Jocelyn Flores,XXXTENTACION,17,spotify:track:7m9OqQk4RVRkw9JJdeAw96,,,2018-12-06
morning☕️,2022-08-01,Early Morning Dreams - Mahmut Orhan Remix,Kadebostany,Early Morning Dreams,spotify:track:72XV96u0kpepDALjRPVkyC,,,2018-12-06
morning☕️,2022-08-01,Snow (Hey Oh),Red Hot Chili Peppers,Stadium Arcadium,spotify:track:2aibwv5hGXSgw7Yru8IYTO,,,2018-12-06
morning☕️,2022-08-01,Under the Bridge,Red Hot Chili Peppers,Blood Sugar Sex Magik,spotify:track:3d9DChrdc6BOeFsbrZ3Is0,,,2018-12-06
morning☕️,2022-08-01,Ederlezi,Barcelona Gipsy Klezmer Orchestra,Imbarca,spotify:track:2lAGG4iF7XsuqsG059t27S,,,2018-12-06
morning☕️,2022-08-01,Californication,Red Hot Chili Peppers,Californication,spotify:track:48UPSzbZjgc449aqz8bxox,,,2018-12-06
morning☕️,2022-08-01,Preacherman,Melody Gardot,Currency Of Man,spotify:track:7sKHpszyRFBIAT378e6Tkr,,,2018-12-06
morning☕️,2022-08-01,I Try,Macy Gray,On How Life Is,spotify:track:5TAf4lnZCZTLlZHNZMLFLi,,,2018-12-06
morning☕️,2022-08-01,Man with a Plan,SATV Music,Soul of a Man II,spotify:track:0aTfC7JhqM1AgF1vSyA5E6,,,2018-12-07
morning☕️,2022-08-01,Princes,Oscar and the Wolf,Entity,spotify:track:1Tbr6HCbY3p4qZDKM5x6VR,,,2018-12-07
morning☕️,2022-08-01,Karma Police,Radiohead,OK Computer,spotify:track:3SVAN3BRByDmHOhKyIDxfC,,,2018-12-07
morning☕️,2022-08-01,Under the Moon,Claptone,Under the Moon,spotify:track:1kM8RfLWwvuImLZxiEeeE7,,,2018-12-07
morning☕️,2022-08-01,Melt,Chet Faker,Built on Glass,spotify:track:7F9NJCMko9LLUrHxBS2Spb,,,2018-12-07
morning☕️,2022-08-01,Can't Get You out of My Head,Kylie Minogue,Fever,spotify:track:3E7ZwUMJFqpsDOJzEkBrQ7,,,2018-12-07
morning☕️,2022-08-01,Grey Monday,Imany,The Shape of a Broken Heart,spotify:track:0SqMOWwQDglFLkQBw5yIhh,,,2018-12-07
morning☕️,2022-08-01,One More Cup Of Coffee,Frazey Ford,Obadiah,spotify:track:3MmhjQnf0BijrCrjftw8Ai,,,2018-12-09
morning☕️,2022-08-01,The Good the Bad & the Crazy,Imany,Sous les jupes des filles (Original Motion Picture Soundtrack) [Bonus Track Version],spotify:track:4hOujtNIC6dWEPbnIUJBvH,,,2018-12-09
morning☕️,2022-08-01,Fluorescent Adolescent,Arctic Monkeys,Favourite Worst Nightmare,spotify:track:2x8evxqUlF0eRabbW2JBJd,,,2018-12-09
morning☕️,2022-08-01,Snap Out Of It,Arctic Monkeys,AM,spotify:track:0NdTUS4UiNYCNn5FgVqKQY,,,2018-12-09
morning☕️,2022-08-01,I Wanna Be Yours,Arctic Monkeys,AM,spotify:track:5XeFesFbtLpXzIVDNQP22n,,,2018-12-09
morning☕️,2022-08-01,In Your Eyes,Kiss & Drive,My Mood Changes,spotify:track:2AlZrWVyfUYyebh8mQjU24,,,2019-04-27
morning☕️,2022-08-01,Drunk in the Morning,Lukas Graham,Lukas Graham,spotify:track:3xi7d2yGx09UKMAAr7A3az,,,2020-05-08
morning☕️,2022-08-01,No habrá nadie en el mundo,Buika,Niña de fuego,spotify:track:0MTWY6gyLmeEHyYJGqM5hU,,,2020-05-27
morning☕️,2022-08-01,Sandman,Kirsty McGee,The Kansas Sessions,spotify:track:4VvEE4odpxhnZwf4oLcoyJ,,,2020-05-27
morning☕️,2022-08-01,Everything I Am Is Yours,Villagers,Darling Arithmetic,spotify:track:281ioxkZbJ3p9hCvjD2bon,,,2022-08-01
